DPD90_12m;customer_type;product_type_zart;product_type_nyilt;onero;age_of_asset (honap);sales_channel_dealer;sales_channel_hitelpont;sales_channel_hiteliroda;Nace_low;Nace_medium;Nace_high
0;0;1;0;3,506140874;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;0,872418828;0;0;1;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;2,587365507;-0,540714387;1;0;0;1;0;0
0;0;1;0;-0,869092684;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;0;0;1;1;0;0
0;0;1;0;-0,869092684;5,432985111;0;0;1;0;1;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;0;0;1
0;1;1;0;0,335418665;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,349716231;-0,123197755;1;0;0;1;0;0
0;0;1;0;-0,000834175;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,078098417;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,092306283;3,281168625;0;0;1;0;1;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;1;0
0;1;1;0;0,314896192;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;1;0
0;0;1;0;2,540005952;-0,540714387;1;0;0;1;0;0
0;0;1;0;-0,464168489;1,514752107;0;0;1;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;0;1;0;0,550904641;2,574602018;0;0;1;0;0;1
0;1;1;0;0,837429949;0,519135524;1;0;0;0;0;1
0;1;1;0;-0,869092684;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,148514059;-0,540714387;1;0;0;0;0;1
0;1;1;0;-0,474429725;4,662185175;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;0;1;0
0;1;1;0;-0,079766767;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;0;1
0;0;1;0;-0,41365163;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,079766767;-0,540714387;1;0;0;0;0;1
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;0;1
0;1;1;0;-1,185612377;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;1,289935459;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,882421526;1,707452091;1;0;0;0;0;1
0;1;1;0;-0,211584195;2,381902034;1;0;0;0;0;1
1;1;1;0;-0,96460112;1,611102099;0;0;1;0;1;0
0;1;1;0;-0,975651683;0,454902196;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,131938214;0,872418828;0;0;1;0;1;0
0;1;1;0;0,314896192;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,255772685;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;0;1;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,869092684;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;1;0
0;1;1;0;0,314896192;-0,091081091;0;0;1;1;0;0
0;1;1;0;0,314896192;-0,540714387;1;0;0;0;1;0
1;1;1;0;0,664567573;1,322052123;0;0;1;1;0;0
0;0;1;0;-0,000834175;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;0;1
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;1;0
0;0;1;0;-0,474429725;2,124968722;1;0;0;0;1;0
0;1;1;0;-0,023724627;-0,540714387;1;0;0;0;0;1
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,5912362;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,525646212;2,285552042;1;0;0;1;0;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,649660079;1,611102099;1;0;0;1;0;0
0;1;1;0;-0,869092684;-0,540714387;1;0;0;0;0;1
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;0;1;0;0,857952423;-0,540714387;1;0;0;1;0;0
0;0;1;0;-0,296042068;2,895768657;0;0;1;1;0;0
0;1;1;0;2,462652012;-0,540714387;1;0;0;1;0;0
0;0;1;0;0,130193927;1,097235476;0;1;0;1;0;0
0;0;1;0;1,157896271;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,540643404;0,96876882;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;1;0
0;0;1;0;0,647202403;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,155314419;1;0;0;1;0;0
0;0;1;0;1,893548026;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,314896192;0,64760218;1;0;0;1;0;0
0;1;1;0;-0,474429725;2,927885321;1;0;0;1;0;0
0;1;1;0;0,314896192;0,872418828;1;0;0;0;1;0
0;1;1;0;-0,000834175;-0,540714387;0;1;0;0;1;0
0;1;1;0;1,792514308;-0,540714387;1;0;0;1;0;0
0;0;1;0;-0,400233089;1,450518779;0;0;1;0;0;1
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;1;0
1;1;1;0;-0,474429725;0,294318877;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;1;0
0;1;1;0;0,117564712;1,000885484;0;0;1;0;1;0
0;1;1;0;-0,681233116;-0,540714387;1;0;0;0;0;1
0;1;1;0;1,516250237;2,285552042;0;1;0;1;0;0
0;1;1;0;-0,000834175;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,000834175;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;1,578985435;0;0;1;1;0;0
0;1;1;0;-0,474429725;0,904535492;0;0;1;0;1;0
0;0;1;0;1,104222109;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,263755643;2,927885321;1;0;0;1;0;0
0;1;1;0;-0,109761152;1,996502067;1;0;0;1;0;0
0;1;1;0;1,104222109;0,32643554;0;1;0;0;1;0
0;0;1;0;-0,093185308;1,065118812;1;0;0;0;0;1
0;1;1;0;-0,290516787;1,065118812;0;0;1;0;1;0
0;0;1;0;0,089148979;3,088468641;1;0;0;1;0;0
0;1;1;0;0,354362487;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;1,450518779;0;0;1;0;0;1
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,241654517;1,932268739;0;1;0;0;1;0
0;1;1;0;-0,832783692;-0,540714387;1;0;0;0;0;1
0;1;1;0;0,589581611;1,386285451;1;0;0;0;1;0
0;1;1;0;-0,000834175;2,157085386;1;0;0;1;0;0
0;1;1;0;1,963008707;-0,540714387;1;0;0;0;1;0
0;1;1;0;0,314896192;-0,540714387;1;0;0;0;1;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;1;0
0;1;1;0;1,8927587;-0,540714387;1;0;0;0;1;0
0;1;1;0;0,314896192;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,314896192;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,000834175;0,96876882;1;0;0;1;0;0
0;1;1;0;-0,348926905;2,028618731;0;0;1;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;2,716814957;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,211584195;1,065118812;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;0;1
0;0;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,829626388;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;1;0;0
0;0;1;0;-0,869092684;4,019851896;0;0;1;0;1;0
0;0;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,794896048;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,079766767;2,092852058;0;1;0;1;0;0
0;1;1;0;-0,596775243;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;1,418402115;1;0;0;1;0;0
0;1;1;0;1,800407568;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,617297716;0,8081855;1;0;0;1;0;0
0;1;1;0;1,809090153;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;1;0
0;1;1;0;0,314896192;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;0;1;0;0,887946807;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,397865112;-0,540714387;1;0;0;0;0;1
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;3,292233551;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,314896192;-0,058964427;1;0;0;1;0;0
0;1;1;0;1,671747443;-0,540714387;1;0;0;1;0;0
1;1;1;0;1,104222109;2,34978537;0;0;1;1;0;0
0;0;1;0;2,333202562;0,101618893;1;0;0;1;0;0
0;1;1;0;0,277797874;1,514752107;1;0;0;1;0;0
0;1;1;0;-0,474429725;2,221318714;0;1;0;0;1;0
0;0;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,14124449;1,546868771;1;0;0;0;1;0
0;1;1;0;1,131848516;0,069502229;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;0;1
0;1;1;0;1,407323261;1,161468804;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;0,96876882;1;0;0;1;0;0
0;1;1;0;-0,474429725;0,615485516;0;0;1;1;0;0
0;1;1;0;-0,000834175;-0,540714387;1;0;0;0;0;1
0;1;1;0;-0,931449431;3,666568593;1;0;0;1;0;0
0;0;1;0;-0,000834175;-0,540714387;1;0;0;0;0;1
0;0;1;0;0,314896192;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,079766767;0,197968885;1;0;0;1;0;0
0;0;1;0;-0,474429725;1,771685419;0;0;1;0;0;1
1;1;1;0;1,104222109;1,514752107;0;1;0;0;1;0
0;1;1;0;-0,079766767;-0,540714387;1;0;0;1;0;0
0;0;1;0;-1,026957867;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,775938464;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;0;1;0;3,532977956;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;0;1
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,164300577;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,283781075;1;0;0;1;0;0
0;0;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;1,12935214;0;1;0;1;0;0
0;1;1;0;-0,812261218;1,803802083;1;0;0;1;0;0
1;0;1;0;0,027581558;4,244668544;1;0;0;1;0;0
0;0;1;0;-0,000834175;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;1;0
0;1;1;0;-0,800421329;3,698685257;0;0;1;0;1;0
0;1;1;0;-0,079766767;-0,540714387;1;0;0;0;0;1
0;1;1;0;1,47125866;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;1,225702131;1;0;0;0;0;1
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;1;0
0;1;1;0;1,261297966;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;0,101618893;1;0;0;1;0;0
0;1;1;0;-0,05214036;-0,091081091;1;0;0;1;0;0
0;1;1;0;0,745868142;3,409635281;0;0;1;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,711227501;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;0;1
0;1;1;0;-1,184823051;0,422785532;1;0;0;1;0;0
0;1;1;0;-0,474429725;2,18920205;0;0;1;1;0;0
0;1;1;0;-1,164300577;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;0;1;0;0,665356899;1,611102099;0;1;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,440488711;3,281168625;1;0;0;0;1;0
0;1;1;0;-1,263755643;2,157085386;0;0;1;0;0;1
0;1;1;0;1,104222109;3,859268576;1;0;0;0;0;1
0;1;1;0;-0,079766767;-0,540714387;1;0;0;0;1;0
0;1;1;0;0,622733299;2,478252026;1;0;0;0;0;1
0;1;1;0;0,314896192;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,000834175;3,409635281;0;0;1;0;0;1
0;1;1;0;-0,991438201;1,418402115;0;1;0;0;1;0
0;1;1;0;0,708769824;-0,540714387;1;0;0;0;1;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,946356925;1,033002148;1;0;0;1;0;0
0;0;1;0;1,104222109;-0,540714387;1;0;0;1;0;0
0;0;1;0;2,778382379;0,776068836;0;1;0;1;0;0
0;1;1;0;-0,211584195;1,289935459;0;0;1;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;1;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,869092684;-0,540714387;1;0;0;1;0;0
0;0;1;0;-0,869092684;-0,540714387;1;0;0;1;0;0
0;0;1;0;0,921098496;3,538101937;1;0;0;0;1;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;0;1
0;1;1;0;1,300764262;1,868035411;1;0;0;0;1;0
0;1;1;0;-1,217185413;3,024235313;0;0;1;0;1;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;1;0
0;1;1;0;1,386011461;1,482635443;1;0;0;0;1;0
0;1;1;0;2,165076141;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,352783836;-0,540714387;1;0;0;1;0;0
0;0;1;0;0,629837233;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;0;1;0
0;1;1;0;0,530382167;-0,219547747;0;1;0;1;0;0
0;1;1;0;-0,177643181;-0,540714387;1;0;0;0;1;0
0;1;1;0;0,731660276;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,164300577;-0,540714387;1;0;0;1;0;0
0;1;1;0;2,322151999;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,534418495;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,869092684;-0,540714387;1;0;0;0;1;0
0;0;1;0;0,314896192;1,771685419;1;0;0;0;1;0
0;1;1;0;-0,000834175;-0,540714387;1;0;0;0;0;1
0;1;1;0;-0,000834175;0,615485516;1;0;0;1;0;0
0;1;1;0;-0,764901663;0,64760218;1;0;0;0;1;0
0;1;1;0;0,070994483;1,12935214;0;0;1;1;0;0
0;1;1;0;-0,000834175;-0,540714387;0;1;0;0;1;0
0;1;1;0;0,708769824;-0,540714387;1;0;0;0;0;1
0;1;1;0;0,340943947;-0,540714387;1;0;0;1;0;0
1;1;1;0;-1,263755643;2,221318714;0;0;1;0;1;0
0;1;1;0;-0,869092684;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,038708058;3,602335265;1;0;0;0;1;0
0;1;1;0;-0,000834175;-0,540714387;1;0;0;1;0;0
0;0;1;0;2,648932928;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,606946781;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
1;1;1;0;1,07501705;-0,540714387;1;0;0;0;0;1
0;1;1;0;-0,170539247;1,354168787;0;1;0;1;0;0
0;1;1;0;-1,263755643;1,771685419;1;0;0;1;0;0
0;0;1;0;0,314896192;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;1;0
0;1;1;0;0,15466303;-0,540714387;1;0;0;0;1;0
0;1;1;0;1,104222109;0,615485516;1;0;0;0;1;0
0;1;1;0;1,046601317;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;1,193585467;0;0;1;1;0;0
0;1;1;0;-0,587303332;0,711835508;0;0;1;0;1;0
0;1;1;0;-0,349716231;3,216935297;0;0;1;1;0;0
0;1;1;0;0,665356899;0,48701886;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;0;1;0;2,420028413;1,097235476;0;0;1;0;1;0
0;1;1;0;0,745078816;0,711835508;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;1;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,678865138;-0,540714387;1;0;0;1;0;0
1;1;1;0;-0,474429725;1,932268739;0;1;0;0;1;0
0;1;1;0;-0,000834175;-0,540714387;1;0;0;0;1;0
0;1;1;0;2,791011594;-0,476481059;0;0;1;1;0;0
0;1;1;0;-1,263755643;0,230085549;0;0;1;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,168247207;4,116201888;0;0;1;1;0;0
0;1;1;0;-0,474429725;1,065118812;1;0;0;0;1;0
0;1;1;0;2,231379518;1,257818795;0;0;1;0;1;0
0;0;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;0;1;0;0,358309117;-0,540714387;1;0;0;0;0;1
0;1;1;0;-0,474429725;-0,155314419;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,000834175;-0,540714387;1;0;0;0;0;1
0;1;1;0;-0,899876395;1,354168787;1;0;0;0;0;1
0;1;1;0;-0,474429725;0,358552204;1;0;0;1;0;0
0;1;1;0;0,048893358;1,225702131;1;0;0;0;1;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;0;1
0;0;1;0;1,443632253;1,033002148;0;1;0;1;0;0
0;1;1;0;-0,000834175;-0,540714387;0;1;0;0;0;1
0;1;1;0;2,798115527;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,764901663;-0,540714387;1;0;0;0;1;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;0;1
0;1;1;0;-0,079766767;2,735185338;1;0;0;0;1;0
0;1;1;0;0,492494523;-0,540714387;1;0;0;0;1;0
0;1;1;0;-0,000834175;2,51036869;0;0;1;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
1;1;1;0;-0,474429725;1,482635443;1;0;0;0;0;1
0;1;1;0;1,104222109;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;1;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;1;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;1,225702131;1;0;0;0;0;1
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;0;1;0;1,104222109;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,737974883;-0,540714387;1;0;0;0;0;1
0;1;1;0;0,314896192;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;0;0;1
0;0;1;0;1,357595728;0,8081855;1;0;0;1;0;0
0;0;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;0;1
0;0;1;0;-0,474429725;0,64760218;0;1;0;1;0;0
0;1;1;0;-1,263755643;2,028618731;0;0;1;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,314896192;3,955618568;0;0;1;1;0;0
0;1;1;0;1,941696907;0,776068836;1;0;0;0;1;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,079766767;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,263755643;2,51036869;0;1;0;0;1;0
0;1;1;0;1,322076062;0,679718844;1;0;0;1;0;0
0;1;1;0;0,339365295;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;1;0
0;0;1;0;3,647430214;-0,540714387;1;0;0;0;0;1
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,000834175;-0,540714387;1;0;0;0;1;0
0;1;1;0;-0,474429725;0,743952172;1;0;0;1;0;0
0;1;1;0;0,745868142;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;0;1
0;1;1;0;0,066258528;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;2,285552042;1;0;0;0;1;0
0;1;1;0;0,617208018;-0,540714387;1;0;0;1;0;0
0;1;1;0;2,70655372;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,37330631;2,317668706;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;3,634451929;1;0;0;1;0;0
0;1;1;0;1,906177241;0,390668868;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,263755643;3,281168625;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;1,803802083;1;0;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,263755643;0,454902196;0;1;0;0;0;1
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;0;1
1;1;1;0;0,276219222;2,285552042;0;0;1;0;1;0
0;0;1;0;-0,869092684;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,000834175;0,615485516;0;0;1;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;1;0
0;1;1;0;0,805856912;0,519135524;0;0;1;0;0;1
0;1;1;0;-0,869092684;3,955618568;1;0;0;1;0;0
0;1;1;0;0,314896192;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;0;1;0
0;1;1;0;1,249458077;-0,540714387;1;0;0;0;1;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;0;1;0;2,227432889;-0,540714387;1;0;0;1;0;0
0;0;1;0;-0,000834175;-0,540714387;1;0;0;1;0;0
0;1;1;0;2,18086266;1,097235476;0;0;1;1;0;0
0;1;1;0;-1,263755643;0,005268901;1;0;0;0;1;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
1;1;1;0;-0,048983056;1,868035411;0;1;0;0;0;1
0;0;1;0;2,622095847;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,314896192;3,152701969;1;0;0;0;1;0
0;1;1;0;-1,164300577;-0,540714387;1;0;0;1;0;0
0;0;1;0;-0,344190949;3,473868609;1;0;0;1;0;0
0;1;1;0;1,318129432;-0,540714387;0;0;1;0;1;0
0;1;1;0;0,314896192;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;1;0
0;1;1;0;0,589581611;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,263755643;0,64760218;0;1;0;1;0;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,104222109;1,900152075;0;1;0;0;1;0
0;1;1;0;0,170449549;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,314896192;-0,540714387;1;0;0;1;0;0
0;1;1;0;-1,184823051;1,514752107;1;0;0;0;0;1
0;1;1;0;-0,474429725;-0,540714387;1;0;0;0;1;0
0;1;1;0;-1,263755643;-0,540714387;1;0;0;0;0;1
0;1;1;0;1,494938438;-0,540714387;1;0;0;0;1;0
0;1;1;0;-0,474429725;1,964385403;0;0;1;0;1;0
0;1;1;0;-0,869092684;-0,540714387;1;0;0;0;0;1
0;1;1;0;1,104222109;-0,540714387;1;0;0;0;0;1
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;-0,375763986;1,482635443;0;0;1;1;0;0
0;1;1;0;0,314896192;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,176840093;0,165852221;1;0;0;1;0;0
0;0;1;0;0,265168659;1,482635443;0;0;1;0;1;0
0;1;1;0;-0,000834175;-0,540714387;1;0;0;0;0;1
0;1;1;0;-0,474429725;-0,540714387;1;0;0;1;0;0
0;1;1;0;1,16578953;-0,540714387;1;0;0;0;1;0
0;1;1;0;1,104222109;-0,540714387;1;0;0;0;1;0
0;1;1;0;1,723842954;-0,540714387;1;0;0;1;0;0
0;1;1;0;0,700087239;-0,540714387;0;1;0;0;1;0
1;1;1;0;-0,869092684;3,795035248;1;0;0;0;0;1
0;1;1;0;1,104222109;-0,540714387;1;0;0;1;0;0
